LEAGUE;DATE;TIME;HOME;AWAY;TIP 1;PROB1;USCITO1;TIP 2;PROB2;USCITO12;TIP 3;PROB3;USCITO13;TIP 4;PROB4;USCITO14
ITA2;30/01/2021;14:00;Empoli;Frosinone;UN 1.5 HT;0.7639;;;;;;;;;;
ITA2;30/01/2021;14:00;Pordenone;Lecce;OV 0.5 HT ;0.7222;x;UN 1.5 HT;0.7778;;;;;;;
ITA2;30/01/2021;14:00;Virtus Entella;Cosenza;UN 1.5 HT;0.8444;x;;;;;;;;;
ITA3;30/01/2021;12:30;Olbia;Alessandria;UN 1.5 HT;0.7500;;UN 2.5 FT;0.7000;;;;;;;
ITA3;30/01/2021;15:00;AlbinoLeffe;Pergolettese;UN 1.5 HT;0.7778;x;;;;;;;;;
ITA3;30/01/2021;15:00;Pro Vercelli;Pro Patria;UN 1.5 HT;0.7000;x;NG FT;0.7000;x;;;;;;
ITA3;30/01/2021;17:30;Carrarese;Pro Sesto;UN 1.5 HT;0.7833;x;;;;;;;;;
ITA4;30/01/2021;15:00;Gubbio;Sambenedettese;UN 1.5 HT;0.7222;x;;;;;;;;;
ITA4;30/01/2021;15:00;Virtus Verona;Imolese;OV 0.5 HT ;0.7222;x;;;;;;;;;
ITA4;30/01/2021;17:00;Ravenna;Legnago Salus;UN 1.5 HT;0.7333;x;;;;;;;;;
ITA4;30/01/2021;17:30;Vis Pesaro;Modena;UN 1.5 HT;0.7278;x;;;;;;;;;
ITA5;30/01/2021;15:00;Teramo;Bari;UN 1.5 HT;0.7750;x;UN 2.5 FT;0.7375;;;;;;;
ITA5;30/01/2021;15:00;Ternana;Paganese;OV 0.5 HT ;0.7250;x;;;;;;;;;
ITA5;30/01/2021;15:00;V. Francavilla;Turris;OV 0.5 HT ;0.8889;x;GG FT;0.7222;x;;;;;;
ITA5;30/01/2021;17:30;Foggia;Casertana;OV 0.5 HT ;0.7500;x;;;;;;;;;
NED1;30/01/2021;16:30;Heracles Alemlo;FC Groningen;OV 0.5 HT ;0.7778;x;;;;;;;;;
NED1;30/01/2021;20:00;Fortuna Sittard;VVV;OV 0.5 HT ;0.8889;x;GG FT;0.8333;x;;;;;;
NED1;30/01/2021;21:00;Vitesse Arnhem;RKC Waalwijk;OV 0.5 HT ;0.8889;;UN 1.5 HT;0.7222;x;;;;;;
NED2;30/01/2021;14:00;Excelsior;FC Den Bosch;OV 0.5 HT ;0.8000;x;;;;;;;;;
NED2;30/01/2021;16:30;FC Dordrecht;Roda JC;OV 0.5 HT ;0.8000;x;;;;;;;;;
POL1;30/01/2021;17:30;Lechia Gdansk;Jagiellonia;OV 0.5 HT ;0.7143;x;;;;;;;;;
POL1;30/01/2021;20:00;Gornik Zabrze;Lech Poznan;OV 0.5 HT ;0.8571;x;GG FT;0.7143;x;;;;;;
POR1;30/01/2021;16:30;Nacional;Famalicao;UN 1.5 HT;0.8036;x;;;;;;;;;
POR1;30/01/2021;19:00;Tondela;Farense;UN 1.5 HT;0.9375;x;UN 2.5 FT;0.7917;x;NG FT;0.7083;x;;;
POR1;30/01/2021;21:30;Portimonense;Boavista;UN 1.5 HT;0.8036;;;;;;;;;;
POR2;30/01/2021;12:00;Chaves;Feirense;OV 0.5 HT ;0.7500;x;UN 1.5 HT;0.7500;x;;;;;;
POR2;30/01/2021;18:00;Oliveirense;Vizela;UN 1.5 HT;0.8194;x;GG FT;0.7153;;;;;;;
SCO1;30/01/2021;16:00;Celtic;St. Mirren;UN 1.5 HT;0.7765;;;;;;;;;;
SCO1;30/01/2021;16:00;Kilmarnock;St. Johnstone;OV 0.5 HT ;0.7803;x;;;;;;;;;
SCO2;30/01/2021;16:00;Ayr Utd;Alloa Athletic;OV 0.5 HT ;0.7000;x;UN 2.5 FT;0.7000;;NG FT;0.7000;;;;
SCO2;30/01/2021;16:00;Greenock Morton;Arbroath;OV 0.5 HT ;0.7500;;UN 1.5 HT;0.7500;x;;;;;;
SCO2;30/01/2021;16:00;Hearts;Dunfermline;OV 0.5 HT ;0.7619;;GG FT;0.7619;;;;;;;
SCO2;30/01/2021;16:00;Raith Rovers;Dundee FC;OV 0.5 HT ;10.000;x;;;;;;;;;
TUR1;30/01/2021;11:30;Kasimpasa;Kayserispor;OV 0.5 HT ;0.8500;;;;;;;;;;
TUR1;30/01/2021;17:00;Fenerbahce;Rizespor;OV 0.5 HT ;0.8000;x;;;;;;;;;
TUR2;30/01/2021;17:00;Balikesirspor;Tuzlaspor;OV 0.5 HT ;0.7708;x;;;;;;;;;
AUT1;31/01/2021;14:30;Austria Wien;WSG Tirol;OV 0.5 HT ;0.8452;x;;;;;;;;;
AUT1;31/01/2021;17:00;LASK Linz;Rapid Wien;OV 0.5 HT ;0.8452;x;;;;;;;;;
BEL1;31/01/2021;13:30;Club Brugge;Standard Liege;UN 1.5 HT;0.7500;;;;;;;;;;
BEL1;31/01/2021;16:00;Zulte-Waregem;Oostende;UN 1.5 HT;0.7179;;;;;;;;;;
BEL1;31/01/2021;18:15;Anderlecht;Gent;UN 1.5 HT;0.7244;x;;;;;;;;;
BEL1;31/01/2021;20:45;Sint-Truiden;Cercle Brugge;OV 0.5 HT ;0.7500;x;;;;;;;;;
BEL2;31/01/2021;16:00;Seraing;Club Brugge B;OV 0.5 HT ;0.8036;x;;;;;;;;;
BRA1;31/01/2021;20:00;Atletico GO;Sao Paulo;OV 0.5 HT ;0.8125;x;UN 1.5 HT;0.7188;;;;;;;
BRA1;31/01/2021;20:00;Coritiba;Gremio;UN 1.5 HT;0.8438;x;UN 2.5 FT;0.7188;x;;;;;;
BRA1;31/01/2021;21:00;Atletico MG;Fortaleza;OV 0.5 HT ;0.7813;;;;;;;;;;
BRA1;31/01/2021;23:00;Ceara;Athletico PR;UN 1.5 HT;0.7188;x;;;;;;;;;
SUI1;31/01/2021;16:00;BSC Young Boys;Sion;OV 0.5 HT ;0.7321;x;;;;;;;;;
SUI1;31/01/2021;16:00;Servette;Lausanne Sport;UN 1.5 HT;0.7857;x;;;;;;;;;
GER2;31/01/2021;13:30;Bochum;Karlsruher SC;OV 0.5 HT ;0.7778;x;;;;;;;;;
GER2;31/01/2021;13:30;Heidenheim;Sankt Pauli;OV 0.5 HT ;0.7778;x;UN 1.5 HT;0.7778;;;;;;;
GER2;31/01/2021;13:30;Sandhausen;FC Nurnberg;OV 0.5 HT ;0.8819;x;;;;;;;;;
GER3;31/01/2021;13:00;MSV Duisburg;VfB Lubeck;UN 1.5 HT;0.7091;;;;;;;;;;
GER3;31/01/2021;14:00;1860 Munchen;Zwickau;GG FT;0.7557;x;;;;;;;;;
GER6;31/01/2021;15:00;Dortmund B;Lotte;OV 0.5 HT ;0.8252;x;;;;;;;;;
ENG1;31/01/2021;13:00;Chelsea;Burnley;UN 1.5 HT;0.7000;x;;;;;;;;;
ENG1;31/01/2021;15:00;Leicester City;Leeds Utd;OV 0.5 HT ;0.8000;x;;;;;;;;;
ENG1;31/01/2021;17:30;West Ham Utd;Liverpool;OV 0.5 HT ;0.7500;;UN 1.5 HT;0.7500;x;;;;;;
ESP1;31/01/2021;16:15;Cadiz;Atletico Madrid;UN 1.5 HT;0.8375;;;;;;;;;;
ESP1;31/01/2021;18:30;Granada;Celta Vigo;OV 0.5 HT ;0.7500;;;;;;;;;;
ESP1;31/01/2021;21:00;FC Barcelona;Athletic Bilbao;OV 0.5 HT ;0.7222;x;;;;;;;;;
ESP2;31/01/2021;14:00;Sporting Gijon;Cartagena;UN 1.5 HT;0.8182;x;;;;;;;;;
ESP2;31/01/2021;16:00;Espanyol;Rayo Vallecano;UN 1.5 HT;0.7273;;NG FT;0.7273;;;;;;;
ESP2;31/01/2021;18:15;Mirandes;Las Palmas;UN 1.5 HT;0.7273;x;UN 2.5 FT;0.8182;x;;;;;;
ESP2;31/01/2021;20:30;Tenerife;Fuenlabrada;OV 0.5 HT ;0.7273;x;UN 1.5 HT;0.7727;x;;;;;;
FRA1;31/01/2021;13:00;Nice;Saint-Etienne;OV 0.5 HT ;0.8545;;;;;;;;;;
FRA1;31/01/2021;15:00;Angers;Nimes;NG FT;0.7000;;;;;;;;;;
FRA1;31/01/2021;15:00;Brest;Metz;OV 0.5 HT ;0.7000;x;;;;;;;;;
FRA1;31/01/2021;15:00;Strasbourg;Reims;OV 0.5 HT ;0.8545;;;;;;;;;;
FRA1;31/01/2021;17:00;Lille;Dijon;OV 0.5 HT ;0.7636;x;;;;;;;;;
FRA1;31/01/2021;21:00;Nantes;Monaco;OV 0.5 HT ;0.8500;x;GG FT;0.7000;x;;;;;;
NED1;31/01/2021;12:15;FC Twente;Heerenveen;OV 0.5 HT ;0.7500;;GG FT;0.7000;;;;;;;
NED1;31/01/2021;14:30;Willem II;FC Emmen;OV 0.5 HT ;0.7222;x;;;;;;;;;
NED1;31/01/2021;16:45;ADO Den Haag;Sparta;UN 1.5 HT;0.8333;x;;;;;;;;;
NED1;31/01/2021;16:45;AZ Alkmaar;Ajax Amsterdam;OV 0.5 HT ;0.7778;x;;;;;;;;;
ITA1;31/01/2021;12:30;Spezia;Udinese;OV 0.5 HT ;0.7222;;GG FT;0.7778;;;;;;;
ITA1;31/01/2021;15:00;Atalanta;Lazio;OV 0.5 HT ;0.7778;x;;;;;;;;;
ITA1;31/01/2021;15:00;Cagliari;Sassuolo;OV 0.5 HT ;0.7944;;;;;;;;;;
ITA1;31/01/2021;15:00;Crotone;Genoa;OV 0.5 HT ;0.7222;x;;;;;;;;;
ITA1;31/01/2021;18:00;Napoli;Parma;OV 0.5 HT ;0.7778;x;;;;;;;;;
ITA2;31/01/2021;15:00;Chievo;Pescara;OV 0.5 HT ;0.8333;x;;;;;;;;;
ITA2;31/01/2021;16:00;SPAL;Monza;UN 1.5 HT;0.7333;;;;;;;;;;
ITA2;31/01/2021;21:00;Cittadella;Cremonese;UN 1.5 HT;0.7222;x;;;;;;;;;
ITA3;31/01/2021;15:00;Juventus U23;Giana Erminio;UN 1.5 HT;0.7000;;;;;;;;;;
ITA3;31/01/2021;15:00;Lucchese;Novara;OV 0.5 HT ;0.7500;x;;;;;;;;;
ITA3;31/01/2021;15:00;Pistoiese;Como;OV 0.5 HT ;0.8444;;UN 1.5 HT;0.7333;x;;;;;;
ITA4;31/01/2021;15:00;FeralpiSalo;Matelica;UN 1.5 HT;0.7000;x;;;;;;;;;
ITA4;31/01/2021;17:30;Padova;Fano;UN 2.5 FT;0.7222;x;NG FT;0.7222;;;;;;;
ITA5;31/01/2021;12:30;Juve Stabia;Vibonese;UN 1.5 HT;0.8444;;;;;;;;;;
ITA5;31/01/2021;15:00;Catania;Monopoli;OV 0.5 HT ;0.7778;x;;;;;;;;;
ITA5;31/01/2021;17:30;Cavese;Bisceglie;UN 1.5 HT;0.7222;;;;;;;;;;
POL1;31/01/2021;15:00;Wisla Krakow;Piast Gliwice;OV 0.5 HT ;0.8452;x;;;;;;;;;
POL1;31/01/2021;17:30;Podbeskidzie;Legia Warsaw;OV 0.5 HT ;0.7619;;UN 1.5 HT;0.7024;x;;;;;;
POR1;31/01/2021;16:00;Guimaraes;Maritimo;OV 0.5 HT ;0.7321;;;;;;;;;;
POR2;31/01/2021;15:00;Academica;Academico Viseu;UN 2.5 FT;0.7411;;;;;;;;;;
POR2;31/01/2021;16:00;FC Porto B;Varzim;GG FT;0.8125;;;;;;;;;;
POR2;31/01/2021;18:00;Casa Pia;Leixoes;UN 1.5 HT;0.7222;x;;;;;;;;;
TUR1;31/01/2021;11:30;Erzurum BB;Ankaragucu;UN 1.5 HT;0.7500;x;;;;;;;;;
TUR1;31/01/2021;14:00;Denizlispor;Goztepe;OV 0.5 HT ;0.7000;x;UN 1.5 HT;0.7000;x;;;;;;
TUR1;31/01/2021;14:00;Genclerbirligi;Antalyaspor;OV 0.5 HT ;0.7000;;UN 1.5 HT;0.7000;x;GG FT;0.7000;;;;
TUR1;31/01/2021;17:00;Besiktas;Trabzonspor;UN 1.5 HT;0.9000;;;;;;;;;;
TUR2;31/01/2021;11:30;Menemen B.;Giresunspor;OV 0.5 HT ;0.7500;x;UN 1.5 HT;0.7500;;;;;;;
TUR2;31/01/2021;11:30;Umraniyespor;Samsunspor;UN 1.5 HT;0.8194;x;;;;;;;;;
TUR2;31/01/2021;14:00;Boluspor;Adana Demirspor;UN 1.5 HT;0.8125;x;;;;;;;;;
TUR2;31/01/2021;17:00;Bursaspor;Altinordu;OV 0.5 HT ;0.7708;x;GG FT;0.7083;x;;;;;;
BRA1;01/02/2021;00:30;Fluminense;Goias;OV 0.5 HT ;0.8125;x;;;;;;;;;
BRA1;01/02/2021;00:00;Sport Recife;Flamengo;OV 0.5 HT ;0.7188;x;UN 1.5 HT;0.7188;;;;;;;
GER2;01/02/2021;20:30;Hannover 96;Osnabruck;UN 1.5 HT;0.7153;x;;;;;;;;;
GER3;01/02/2021;19:00;Hallescher;Saarbrücken;OV 0.5 HT ;0.7682;x;;;;;;;;;
ENG2;01/02/2021;20:45;Watford;QP Rangers;UN 1.5 HT;0.7308;x;;;;;;;;;
ESP2;01/02/2021;19:00;Leganes;Lugo;UN 1.5 HT;0.8591;;UN 2.5 FT;0.7182;;;;;;;
ESP2;01/02/2021;21:00;Sabadell;Logrones;UN 1.5 HT;0.7273;x;;;;;;;;;
NED2;01/02/2021;18:45;Jong AZ;FC Eindhoven;OV 0.5 HT ;0.8500;x;;;;;;;;;
NED2;01/02/2021;21:00;NAC Breda;Almere City;OV 0.5 HT ;0.8000;x;;;;;;;;;
ITA2;01/02/2021;21:00;Reggina;Salernitana;OV 0.5 HT ;0.7778;;;;;;;;;;
POL1;01/02/2021;18:00;Stal Mielec;Slask Wroclaw;OV 0.5 HT ;0.7024;;UN 1.5 HT;0.7619;x;;;;;;
POR1;01/02/2021;18:00;Santa Clara;Belenenses;UN 1.5 HT;0.8571;x;UN 2.5 FT;0.7857;x;NG FT;0.7857;x;;;
POR1;01/02/2021;20:00;FC Porto;Rio Ave;OV 0.5 HT ;0.9375;x;;;;;;;;;
POR1;01/02/2021;20:45;Moreirense;Sporting Braga;OV 0.5 HT ;0.7500;x;;;;;;;;;
POR1;01/02/2021;22:30;Sporting CP;Benfica;OV 0.5 HT ;0.7143;;;;;;;;;;
TUR2;01/02/2021;17:00;Altay;Istanbulspor;OV 0.5 HT ;0.7639;x;UN 1.5 HT;0.7153;;;;;;;
BRA1;02/02/2021;20:00;Palmeiras;Botafogo;OV 0.5 HT ;0.7188;x;;;;;;;;;
SUI2;02/02/2021;19:00;Aarau;Schaffhausen;OV 0.5 HT ;0.8750;x;GG FT;0.8125;x;;;;;;
SUI2;02/02/2021;19:00;Chiasso;Lausanne Ouchy;UN 1.5 HT;0.7500;x;;;;;;;;;
SUI2;02/02/2021;19:00;Thun;Kriens;UN 1.5 HT;0.7014;x;;;;;;;;;
SUI2;02/02/2021;20:00;Wil;Neuchatel Xamax;UN 1.5 HT;0.8125;x;;;;;;;;;
GER7;02/02/2021;14:00;Freiburg B;Hessen Kassel;OV 0.5 HT ;0.7083;x;;;;;;;;;
GER7;02/02/2021;15:00;Giessen;VfB Stuttgart B;OV 0.5 HT ;0.8889;;;;;;;;;;
GER7;02/02/2021;17:30;Balingen;Elversberg;OV 0.5 HT ;0.7778;;;;;;;;;;
GER7;02/02/2021;19:00;Bayern Alzenau;Stadtallendorf;OV 0.5 HT ;0.9286;x;;;;;;;;;
GER7;02/02/2021;19:00;FSV Mainz B;Pirmasens;OV 0.5 HT ;0.8045;x;UN 1.5 HT;0.7136;;;;;;;
GER7;02/02/2021;19:00;Hoffenheim B;RW Koblenz;UN 1.5 HT;0.7460;;;;;;;;;;
DEN1;02/02/2021;18:00;Randers FC;AC Horsens;OV 0.5 HT ;0.8333;x;;;;;;;;;
DEN1;02/02/2021;20:00;Vejle BK;AGF Aarhus;OV 0.5 HT ;0.8333;;UN 1.5 HT;0.7500;x;GG FT;0.7500;;;;
ENG1;02/02/2021;19:00;Sheffield Utd;West Brom;OV 0.5 HT ;0.7000;x;;;;;;;;;
ENG1;02/02/2021;21:15;Manchester Utd;Southampton;UN 1.5 HT;0.7333;;;;;;;;;;
ENG1;02/02/2021;21:15;Newcastle Utd;Crystal Palace;OV 0.5 HT ;0.7500;x;UN 1.5 HT;0.8000;;;;;;;
ENG2;02/02/2021;19:00;Millwall;Norwich City;OV 0.5 HT ;0.7083;;;;;;;;;;
ENG2;02/02/2021;20:00;Bournemouth;Sheffield Wed;UN 1.5 HT;0.7500;x;UN 2.5 FT;0.7500;;;;;;;
ENG2;02/02/2021;20:00;Coventry City;Nottm Forest;UN 1.5 HT;0.8333;;UN 2.5 FT;0.7500;;;;;;;
ENG2;02/02/2021;20:00;Wycombe;Birmingham City;UN 1.5 HT;0.7083;x;UN 2.5 FT;0.7083;x;;;;;;
ENG3;02/02/2021;19:00;Swindon Town;Wigan Athletic;OV 0.5 HT ;0.7413;x;;;;;;;;;
ENG3;02/02/2021;20:00;Accrington;Bristol Rovers;UN 1.5 HT;0.8333;;;;;;;;;;
ENG3;02/02/2021;20:00;Blackpool;Northampton;UN 1.5 HT;0.7879;x;;;;;;;;;
ENG3;02/02/2021;20:00;Charlton;Portsmouth;OV 0.5 HT ;0.7636;x;;;;;;;;;
ENG4;02/02/2021;19:00;Carlisle Utd;Forest Green;OV 0.5 HT ;0.8077;;;;;;;;;;
ENG4;02/02/2021;20:00;Crawley Town;Leyton Orient;OV 0.5 HT ;0.7833;;;;;;;;;;
FRA2;02/02/2021;20:00;Auxerre;Toulouse;OV 0.5 HT ;0.7091;x;;;;;;;;;
FRA2;02/02/2021;20:00;Chateauroux;Chambly;UN 1.5 HT;0.7091;x;;;;;;;;;
FRA2;02/02/2021;20:00;Clermont;Troyes;UN 1.5 HT;0.8182;;NG FT;0.7273;;;;;;;
FRA2;02/02/2021;20:00;Grenoble;Guingamp;UN 1.5 HT;0.9500;x;;;;;;;;;
FRA2;02/02/2021;20:00;Le Havre;Nancy;UN 1.5 HT;0.9045;x;UN 2.5 FT;0.8591;x;;;;;;
FRA2;02/02/2021;20:00;Pau FC;Amiens;UN 1.5 HT;0.7182;x;;;;;;;;;
ITA2;02/02/2021;14:00;Pisa;Frosinone;UN 1.5 HT;0.7222;x;;;;;;;;;
ITA3;02/02/2021;17:30;Pontedera;Carrarese;OV 0.5 HT ;0.7500;;UN 1.5 HT;0.8000;x;;;;;;
ITA4;02/02/2021;17:30;Modena;Triestina;OV 0.5 HT ;0.7636;;UN 1.5 HT;0.7682;x;;;;;;
ITA5;02/02/2021;17:30;Foggia;Teramo;OV 0.5 HT ;0.7980;;UN 2.5 FT;0.7424;x;;;;;;
POR1;02/02/2021;21:15;Gil Vicente;Pacos Ferreira;UN 1.5 HT;10.000;;UN 2.5 FT;0.8036;;;;;;;
POR2;02/02/2021;18:00;Mafra;Cova Piedade;OV 0.5 HT ;0.7411;x;;;;;;;;;
POR2;02/02/2021;19:00;Arouca;Estoril;X HT;0.7083;;UN 1.5 HT;0.7639;x;UN 2.5 FT;0.8750;x;NG FT;0.7569;x
SCO1;02/02/2021;19:00;St. Mirren;Hibernian;OV 0.5 HT ;0.7577;;;;;;;;;;
TUR1;02/02/2021;14:00;Hatayspor;Fenerbahce;OV 0.5 HT ;0.7000;x;;;;;;;;;
TUR1;02/02/2021;17:00;Galatasaray;Basaksehir;OV 0.5 HT ;0.8000;x;;;;;;;;;
TUR1;02/02/2021;17:00;Rizespor;Kasimpasa;OV 0.5 HT ;0.8500;;UN 1.5 HT;0.8000;x;;;;;;
BRA1;03/02/2021;20:00;Gremio;Santos;UN 1.5 HT;0.7500;;;;;;;;;;
BRA1;03/02/2021;23:15;Bragantino;Atletico GO;UN 1.5 HT;0.7500;x;;;;;;;;;
BRA1;03/02/2021;01:30;Bahia;Fluminense;OV 0.5 HT ;0.7813;x;UN 1.5 HT;0.8125;x;;;;;;
BRA1;03/02/2021;01:30;Corinthians;Ceara;OV 0.5 HT ;0.7500;x;;;;;;;;;
BRA1;03/02/2021;01:30;Goias;Atletico MG;OV 0.5 HT ;0.9063;x;UN 1.5 HT;0.7813;x;;;;;;
SUI1;03/02/2021;18:15;FC Zurich;BSC Young Boys;NG FT;0.7500;;;;;;;;;;
SUI1;03/02/2021;20:30;Lugano;Vaduz;UN 1.5 HT;0.8661;;;;;;;;;;
SUI1;03/02/2021;20:30;Sion;St. Gallen;UN 1.5 HT;0.8661;;;;;;;;;;
GER7;03/02/2021;14:00;Bahlinger;Aalen;OV 0.5 HT ;0.8333;;;;;;;;;;
GER7;03/02/2021;14:00;Steinbach;Homburg;UN 1.5 HT;0.7460;;;;;;;;;;
GER7;03/02/2021;18:30;Grossaspach;Astoria Walld.;OV 0.5 HT ;0.7143;x;;;;;;;;;
DEN1;03/02/2021;18:00;Odense BK;Lyngby;OV 0.5 HT ;0.7857;;GG FT;0.7738;;;;;;;
DEN1;03/02/2021;20:00;Aalborg BK;FC Kobenhavn;OV 0.5 HT ;0.8333;x;;;;;;;;;
ENG1;03/02/2021;19:00;Burnley;Manchester City;OV 0.5 HT ;0.8333;x;UN 1.5 HT;0.7778;;;;;;;
ENG1;03/02/2021;20:30;Leeds Utd;Everton;OV 0.5 HT ;0.7222;x;;;;;;;;;
ENG1;03/02/2021;21:15;Liverpool;Brighton;OV 0.5 HT ;0.8500;;;;;;;;;;
ENG2;03/02/2021;20:45;Brentford;Bristol City;OV 0.5 HT ;0.7692;x;;;;;;;;;
FRA1;03/02/2021;19:00;Bordeaux;Lille;UN 1.5 HT;0.7227;x;;;;;;;;;
FRA1;03/02/2021;19:00;Metz;Montpellier;OV 0.5 HT ;0.8045;;UN 1.5 HT;0.8136;x;;;;;;
FRA1;03/02/2021;19:00;Reims;Angers;OV 0.5 HT ;0.8045;;;;;;;;;;
FRA1;03/02/2021;19:00;Rennes;Lorient;OV 0.5 HT ;0.8091;x;UN 1.5 HT;0.7091;x;;;;;;
FRA1;03/02/2021;19:00;Strasbourg;Brest;OV 0.5 HT ;0.7727;x;UN 1.5 HT;0.7273;x;;;;;;
FRA1;03/02/2021;21:00;Dijon;Lyon;UN 1.5 HT;0.8182;x;;;;;;;;;
FRA1;03/02/2021;21:00;Lens;Marseille;UN 1.5 HT;0.7000;;;;;;;;;;
FRA1;03/02/2021;21:00;Monaco;Nice;OV 0.5 HT ;0.7545;x;;;;;;;;;
FRA1;03/02/2021;21:00;Paris SG;Nimes;NG FT;0.7273;x;;;;;;;;;
FRA1;03/02/2021;21:00;Saint-Etienne;Nantes;OV 0.5 HT ;0.8091;x;;;;;;;;;
ITA3;03/02/2021;12:30;Pro Patria;Olbia;OV 0.5 HT ;0.7000;;;;;;;;;;
ITA3;03/02/2021;15:00;Alessandria;Lecco;OV 0.5 HT ;0.8091;;UN 1.5 HT;0.7636;x;;;;;;
ITA3;03/02/2021;15:00;Giana Erminio;Novara;OV 0.5 HT ;0.7136;;;;;;;;;;
ITA3;03/02/2021;15:00;Grosseto;Lucchese;UN 1.5 HT;0.8000;x;;;;;;;;;
ITA3;03/02/2021;15:00;Pergolettese;Pistoiese;X HT;0.7636;;;;;;;;;;
ITA3;03/02/2021;15:00;Pro Sesto;AlbinoLeffe;UN 1.5 HT;0.8000;;;;;;;;;;
ITA3;03/02/2021;17:30;Livorno;Piacenza;OV 0.5 HT ;0.7182;;UN 1.5 HT;0.8091;x;;;;;;
ITA4;03/02/2021;12:30;Sudtirol;Matelica;OV 0.5 HT ;0.8045;x;;;;;;;;;
ITA4;03/02/2021;15:00;Fermana;Sambenedettese;UN 1.5 HT;0.7136;x;;;;;;;;;
ITA4;03/02/2021;15:00;Legnago Salus;Virtus Verona;UN 1.5 HT;0.8136;x;;;;;;;;;
ITA4;03/02/2021;17:30;Arezzo;Gubbio;OV 0.5 HT ;0.7727;;;;;;;;;;
ITA4;03/02/2021;20:30;Vis Pesaro;Ravenna;OV 0.5 HT ;0.7545;;;;;;;;;;
ITA5;03/02/2021;12:30;Casertana;Potenza;OV 0.5 HT ;0.7444;x;UN 1.5 HT;0.7278;x;;;;;;
ITA5;03/02/2021;15:00;Palermo;Ternana;OV 0.5 HT ;0.8636;;;;;;;;;;
ITA5;03/02/2021;20:30;Bisceglie;Avellino;UN 1.5 HT;0.8444;x;UN 2.5 FT;0.7889;x;;;;;;
ITA5;03/02/2021;20:30;Juve Stabia;Catania;UN 1.5 HT;0.7525;x;;;;;;;;;
SCO1;03/02/2021;19:00;Hamilton;Ross County;OV 0.5 HT ;0.7147;x;UN 1.5 HT;0.7596;x;NG FT;0.7212;;;;
SCO1;03/02/2021;19:00;Motherwell;Dundee Utd;UN 1.5 HT;0.7083;;NG FT;0.7083;;;;;;;
SCO1;03/02/2021;20:45;Rangers;St. Johnstone;OV 0.5 HT ;0.8397;;;;;;;;;;
SCO2;03/02/2021;20:45;Arbroath;Inverness;UN 1.5 HT;0.7167;x;;;;;;;;;
TUR1;03/02/2021;11:30;Sivasspor;Erzurum BB;OV 0.5 HT ;0.7500;;UN 1.5 HT;0.7500;x;;;;;;
TUR1;03/02/2021;14:00;F. Karagumruk;Gaziantep;OV 0.5 HT ;0.7500;;UN 1.5 HT;0.7500;x;GG FT;0.7500;;;;
TUR1;03/02/2021;14:00;Kayserispor;Alanyaspor;UN 1.5 HT;0.8500;x;;;;;;;;;
TUR1;03/02/2021;17:00;Antalyaspor;Besiktas;OV 0.5 HT ;0.7500;x;UN 1.5 HT;0.7000;x;;;;;;
TUR1;03/02/2021;17:00;Konyaspor;Genclerbirligi;OV 0.5 HT ;0.8000;;UN 1.5 HT;0.7000;x;;;;;;
BRA1;04/02/2021;01:00;Flamengo;Vasco da Gama;OV 0.5 HT ;0.7813;x;;;;;;;;;
SUI1;04/02/2021;18:15;Luzern;Servette;OV 0.5 HT ;0.7143;x;UN 1.5 HT;0.7857;x;;;;;;
DEN1;04/02/2021;18:00;FC Midtjylland;SonderjyskE;OV 0.5 HT ;0.8333;x;;;;;;;;;
DEN1;04/02/2021;20:00;Nordsjaelland;Brondby IF;OV 0.5 HT ;0.7619;x;;;;;;;;;
ENG1;04/02/2021;21:00;Tottenham;Chelsea;OV 0.5 HT ;0.8000;x;UN 1.5 HT;0.7000;x;;;;;;
ITA4;04/02/2021;17:30;Mantova;Padova;UN 1.5 HT;0.7182;;;;;;;;;;
POR1;04/02/2021;16:00;Farense;Santa Clara;OV 0.5 HT ;0.8125;x;;;;;;;;;
POR1;04/02/2021;20:00;Belenenses;FC Porto;OV 0.5 HT ;0.7411;;;;;;;;;;
POR1;04/02/2021;22:00;Sporting Braga;Portimonense;UN 1.5 HT;0.7411;x;;;;;;;;;
POR1;04/02/2021;22:30;Famalicao;Moreirense;OV 0.5 HT ;0.7232;x;;;;;;;;;
TUR1;04/02/2021;14:00;Goztepe;Y. Malatyaspor;UN 1.5 HT;0.7000;;;;;;;;;;
TUR1;04/02/2021;17:00;Trabzonspor;Denizlispor;OV 0.5 HT ;0.9500;;GG FT;0.7000;;;;;;;
BEL1;05/02/2021;20:45;Mouscron;Kortrijk;UN 1.5 HT;0.9129;;;;;;;;;;
BRA1;05/02/2021;00:00;Botafogo;Sport Recife;UN 1.5 HT;0.8125;x;;;;;;;;;
SUI2;05/02/2021;19:00;Kriens;Aarau;OV 0.5 HT ;0.7014;;GG FT;0.7083;;;;;;;
SUI2;05/02/2021;20:00;Neuchatel Xamax;Thun;UN 1.5 HT;0.7708;;;;;;;;;;
SUI2;05/02/2021;20:00;Schaffhausen;Wil;UN 1.5 HT;0.7222;x;;;;;;;;;
GER1;05/02/2021;20:30;Hertha Berlin;Bayern Munich;OV 0.5 HT ;0.9444;x;;;;;;;;;
GER2;05/02/2021;18:30;Erzgebirge Aue;Hamburger SV;OV 0.5 HT ;0.7778;x;GG FT;0.7222;x;;;;;;
